id,dinder_score
716,27.43870074
717,0
718,58.88934995
719,0
720,0
721,0
722,0
723,0
724,68.76649386
725,40.72512718
726,48.45020297
727,75.69541485
728,53.84579194
729,0
3481,0
730,0
731,50.94192522
732,61.1510815
733,35.8802548
734,45.463015
735,91.15609966
736,91.19430844
737,97.56187634
738,97.42717675
739,89.57425647
740,90.43777474
741,83.3997188
742,88.41270978
743,89.5789126
744,86.55541718
745,51.01857056
746,81.90957666
747,79.47185696
748,93.02267414
749,76.32320807
750,85.01212901
751,84.10575192
752,87.62560906
753,86.43475885
754,89.80350911
755,83.68246372
756,90.19450209
757,66.90856647
758,73.09936869
759,61.43805125
760,63.44208012
761,51.72925373
762,68.29270508
764,45.87566975
765,59.21007584
766,83.93590512
767,62.65309022
768,64.31566995
769,59.14934576
770,60.86491966
771,65.21307799
772,61.27965493
773,41.50526346
774,55.67166102
775,55.76336208
776,56.59631332
777,55.17389305
778,59.38673826
779,55.41948312
780,59.57688006
781,52.93591289
782,53.42498518
783,49.94849713
784,55.93912243
785,59.43522514
786,63.02961672
787,59.54603058
788,59.68358216
789,55.34306558
790,38.58856429
791,52.62378549
853,0
792,52.48504937
793,34.46201684
794,54.28086169
795,48.67181386
796,50.29684086
797,55.90855541
798,61.00560569
799,54.39577048
800,60.79927832
801,51.72639567
802,84.7459311
803,51.99133311
804,45.77292217
805,49.756943
806,42.96839825
807,81.87112187
808,42.67801157
809,0
810,45.32260535
811,37.85337344
812,49.67785874
813,0
814,56.74914841
815,0
816,30.38369505
817,0
818,59.33588233
819,43.34937737
854,0
820,47.59165975
821,0
822,0
823,0
824,0
825,51.50478478
826,0
827,38.53938492
828,87.40399818
829,0
830,0
831,0
832,0
833,0
834,54.57889012
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,37.99682035
884,0
844,0
845,59.69122391
846,0
847,0
848,0
849,0
850,0
851,0
852,0
855,0
856,0
857,0
858,0
859,43.25114317
860,0
861,0
862,0
863,44.39629775
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,43.91173883
878,0
879,0
880,0
881,0
882,0
883,0
885,0
886,50.05230471
887,0
888,0
889,0
890,0
891,0
892,0
893,52.60041375
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,42.68565333
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,38.40183334
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
962,0
923,63.26631976
924,0
925,0
926,0
927,0
928,52.66080973
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,62.34166746
945,0
946,0
947,68.6575776
948,0
949,0
950,0
951,41.87562735
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,55.41184137
960,0
961,37.9313734
963,0
964,0
965,0
966,0
967,0
968,0
970,51.94143087
1022,74.90507945
989,79.78982502
972,59.24087065
973,56.98655306
974,80.21437065
975,58.65245555
976,56.25883084
977,56.63503235
978,66.34996514
979,83.67482196
980,86.7620908
981,53.71588212
982,87.20531256
983,73.65947346
984,66.07561522
985,85.63875288
986,60.18080646
987,84.26789319
988,53.98334353
990,56.17652708
991,76.0865597
992,54.93856284
993,84.98156199
994,85.55469358
995,46.92236233
996,77.30924042
1753,0
1754,0
1008,92.31199097
998,75.25360845
999,75.82036179
1000,77.5996271
1001,84.43899742
1002,81.85608438
1003,35.81912076
1004,51.39301653
1005,83.91171635
1006,79.06810747
1007,48.25966937
1009,52.24889304
1010,82.4750665
1011,91.55545727
1012,76.73737233
1013,56.53393401
1014,86.96276279
1015,71.8214614
1016,87.09068624
1017,77.6836864
1018,87.83392281
1019,53.30322737
1020,56.46691375
1021,58.50726222
1037,92.81634677
1024,85.69988692
1025,61.09781701
1026,61.94524689
1027,62.72735738
1028,57.49090886
1029,89.41377963
1030,79.85860081
1031,89.00112488
1032,56.2911534
1033,84.31374371
1034,58.14634422
1035,55.60339549
1036,75.29921296
1038,69.69705364
1040,88.35157574
1041,74.511359
1042,55.27480004
1043,50.97272003
1044,55.84028988
1045,45.82959142
1046,74.37339131
1047,47.22803251
1048,75.2459667
1050,58.26097053
1051,59.27543471
1052,87.81099754
1053,60.58581945
1054,77.27993691
1055,50.74346739
1056,69.90338101
1057,82.26873913
1058,75.33625239
1059,78.47842887
1060,60.57071211
1061,49.97142239
1062,61.17725056
1064,75.87259057
1065,49.48999185
1066,58.78236538
1067,58.87406644
1068,83.38443529
1069,79.55591626
1070,50.6591803
1071,54.64053442
1072,76.89784918
1073,84.23267004
1099,70.13338689
1076,78.73060677
1314,59.19137541
1075,44.91280867
1077,60.48068155
1078,72.91498554
1079,75.19373792
1080,81.12446231
1081,77.65212012
1082,40.93145456
1083,55.43527689
1085,87.19767081
1086,58.33914362
1087,46.52521888
1088,50.57534879
1089,54.55647512
1090,96.56844825
1091,57.12234911
1092,74.33635189
1093,82.45214123
1094,81.67268227
1095,80.85501453
1096,58.40976607
1097,44.57657147
1098,54.85450354
1125,58.35442713
1315,57.78529257
2033,0
1102,74.81165019
1103,87.48805748
1104,59.47196995
1105,85.53176832
1106,50.13167144
1107,57.81010702
1108,48.01327138
1109,83.57547915
1110,55.32806453
1111,82.55148404
1112,41.04608087
1113,49.09284841
1114,63.04831108
1115,42.64320757
1116,57.15291613
1117,49.84915432
1118,52.30979928
1119,48.24438586
1120,57.91502624
1121,79.9532875
1122,61.80652596
1123,64.50024444
1124,68.24685455
1127,61.04256919
1128,53.5171965
1129,79.32792713
1765,0
1130,52.3403663
1131,81.16194822
1132,55.55754496
1133,56.59525939
1134,57.18348314
1135,59.74499866
1136,66.34307663
1137,51.20174487
1138,73.98407794
1139,50.21618633
1140,47.67733183
1141,58.60660503
1142,48.64939885
1143,83.97285039
1144,53.20388456
1145,51.44628102
1146,61.84113254
1147,51.23613277
1148,39.86160892
1149,47.67125427
1150,85.36364972
1650,62.9071573
1755,0
1155,65.40197148
1173,63.95884921
1152,67.58868262
1766,0
1153,73.53321442
1156,56.88545472
1157,77.3504409
1158,79.12697875
1159,64.868218
1160,64.26550043
1161,69.02416313
1162,48.68421197
1163,61.19900647
1164,56.34289014
1165,48.76402517
1166,49.3641307
1167,86.72388203
1168,69.10822243
1169,65.26059902
1170,69.14760055
1171,51.08555436
1172,77.47862253
1174,70.41231093
1175,52.20281472
1176,55.77151409
1177,49.20950362
1178,77.08125129
1180,55.91670743
1181,48.6417571
1182,59.30024915
1265,57.21424151
1183,45.63877536
1184,53.96041826
1185,74.20186794
1186,57.11470735
1187,63.61497026
1188,58.86619689
1189,45.34074693
1190,50.72054213
1191,69.23264089
1192,86.72853815
1193,47.51100522
1194,57.95341117
1195,38.73062925
1196,82.05178437
1197,56.25118909
1198,56.98479753
1199,59.35549697
1200,56.5433313
1201,56.57214278
1202,56.67912734
1203,65.18152994
1680,46.0218259
1756,0
1206,49.14942352
1207,73.37273757
1208,50.48364774
1209,64.58070154
1767,0
1210,53.85186951
1211,67.16838612
1212,48.16819611
1213,64.58547309
1214,57.83303228
1215,54.36543125
1216,44.58398543
1217,57.9476586
1218,71.95095512
1219,70.21627684
1220,66.83862133
1221,89.17887161
1222,76.85964041
1223,59.12066792
1224,55.62632075
1225,74.78646216
1226,49.29872019
1227,58.52995969
1228,56.64091857
1229,65.4805394
1230,64.80042325
1242,55.70862452
1231,70.68359321
1232,54.7778582
1233,53.50955474
1235,60.35481128
1236,49.57354089
1237,52.93642315
1238,52.75684192
1239,56.6027098
1240,46.48655452
1241,69.43034547
1243,43.81794814
1244,84.51740133
1245,63.2109383
1246,51.13274129
1247,55.618679
1248,81.05089676
1249,44.20976726
1250,71.27848072
1251,42.12356826
1252,57.00772279
1253,93.67986503
1254,50.42969987
1255,61.2536681
1256,52.37070552
1257,42.28195547
1828,0
1829,0
1259,61.15432529
1260,62.91957059
1261,64.59958725
1262,66.73927852
1263,78.47078712
1264,57.71840596
5885,0
1266,55.80208111
1267,50.6589525
1268,58.3354989
1269,49.63518519
1270,66.8856412
1271,82.04712824
1272,54.21259616
1273,79.31802261
1274,39.35725312
1275,55.76975855
1276,57.87888281
1277,50.9111304
1278,55.67041574
1279,71.9291992
1280,56.61799331
1281,47.79600986
1282,56.85299852
1283,51.10262986
1284,61.64986999
1746,0
1747,0
1301,39.12800048
1312,61.37691721
1313,58.31621835
1287,58.13681328
1288,50.68997511
1289,59.96319262
1290,59.33081617
1291,57.49855062
1292,68.96419844
1293,49.04677009
1294,58.91968917
1295,56.06014522
1296,48.88578298
1297,56.71370659
1298,45.18027008
1299,63.51238365
1300,48.24415807
1302,54.84321707
1303,47.17402996
1304,47.36507383
1305,83.63023494
1306,59.86191811
1307,56.42870498
1308,59.52950179
1309,58.29917931
1310,61.93665447
1311,42.62254203
1316,48.35850192
1317,47.61725173
1318,57.56557087
1319,49.80330379
1320,47.97641419
1321,61.42276774
1322,58.75921232
1323,57.97822562
1768,0
1324,55.89445644
1325,59.08016601
1326,51.4829256
1327,53.06582272
1328,68.83752634
1329,57.24480853
1330,50.49173597
1331,57.89991889
1332,56.41166593
1333,60.34528035
1334,56.6027098
1335,51.55275532
1336,37.56567778
1337,54.6940267
1338,46.59537055
1339,56.76318664
1340,57.16839098
1341,59.68426858
1342,36.20885025
1748,0
1343,48.03754823
1344,52.74104815
1345,48.71120716
1346,49.55944192
1347,39.54467353
1348,53.54843779
1349,55.6858906
1769,0
1350,56.25294463
1351,56.87017121
1352,70.84557958
1353,46.76929944
1354,89.35264559
1355,51.85460462
1356,71.3792389
1357,48.89034192
1358,50.36064161
1359,56.13656277
1360,95.06302261
1361,67.65628907
1362,39.90207742
1363,57.32103473
1364,91.18666668
1365,98.06623214
1366,97.0651623
1367,97.98217284
1368,97.78348723
1369,98.08151565
1370,91.12553264
1371,97.27148967
1372,94.99424682
1373,98.01273986
1374,91.14845791
1375,97.89047179
1376,91.56309902
1377,97.11865458
1378,96.99638651
1379,97.63829389
1380,91.02618984
1381,97.26384792
1382,95.54445314
1383,89.23236389
1384,90.10153754
1385,95.55973665
1386,96.51124747
1387,97.71471143
1388,86.83850834
1389,96.69071633
1390,87.83193644
1391,90.49126702
1392,90.87335474
1393,90.97269755
1394,87.65617608
1395,94.06959452
1396,93.79449135
1397,92.20893966
1398,97.40904125
1399,90.71486427
1400,89.50548068
1401,90.7969372
1402,95.68593798
1403,94.56630856
1404,90.78165369
1405,89.88756841
1406,95.62851244
1407,90.36334356
1408,90.58296807
1409,94.92547102
1410,95.07830612
1411,90.30022315
1412,92.14387237
1413,90.55240105
1414,86.89964238
1415,91.87270246
1416,85.02741252
1417,92.41897553
1418,90.92684703
1419,87.78608591
1420,90.86571299
1421,90.86769936
1422,91.03581796
1423,94.43269024
1424,87.57975854
1425,89.75765858
1426,61.32706965
1427,89.620107
1428,86.1736757
1429,90.32314842
1430,89.96398595
1431,89.32207857
1432,85.35600796
1433,81.98033882
1434,90.97468392
1435,91.11789089
1436,85.1468772
1437,88.5273361
1438,94.61215909
1439,95.36105103
1440,90.83713234
1441,86.44113711
1442,89.44262452
1443,97.79112898
1749,0
1444,87.77844415
1445,88.61903715
1446,83.10367674
1447,90.74344492
1448,89.18452699
1449,90.03276174
1450,84.52305672
1451,87.49768561
1452,61.18951806
1453,93.84034188
1454,92.56416887
1455,82.11590403
1456,59.21794539
1457,84.79643775
1458,88.00597466
1459,90.06332876
1460,90.49890877
1461,83.44556933
1462,86.14310868
1463,90.00983648
1464,89.2476474
1465,79.40791953
1466,90.31550666
1467,86.0055571
1468,94.52439129
1469,85.46299253
1470,85.417142
1471,88.53497785
1472,90.77401194
1473,85.90820066
1474,95.56737841
1475,60.5781777
1770,0
1476,92.00632079
1477,85.35320457
1478,89.13867646
1479,87.50334099
1480,83.19339143
1481,88.8273509
1482,89.11009581
1483,74.09671788
1484,87.46978834
1485,60.93734016
1486,88.74130523
1487,92.75521273
1488,59.70701768
1489,89.3317067
1490,87.76316064
1491,82.25544199
1492,87.08503086
1493,92.76285449
1494,88.87121505
1495,60.06618015
1496,85.87763364
1497,89.24000564
1498,82.87243773
1499,88.79678388
1500,89.89521016
2030,0
1501,59.95919558
1502,94.97896331
1503,90.01182285
1504,90.20088034
1505,83.0634816
1506,86.61689746
1507,70.00671478
1508,60.98319069
1509,89.20745225
1510,58.33150186
1511,89.89240677
1512,89.07754243
1513,89.97162771
1514,86.63416734
1515,84.73702584
1516,77.95114781
1517,76.03306741
1518,87.34286414
1519,78.08404934
1750,0
1520,58.80529065
1521,89.31443682
1522,91.84584394
1523,80.5388992
1524,83.4628392
1655,67.42154506
1525,86.37236132
1526,75.17420528
1527,59.10331907
1528,87.8548617
1529,85.68078253
1530,61.0825335
1531,93.60344749
1532,91.37969692
1533,82.45978299
1534,82.40348731
1535,83.24408031
1536,89.19033424
1537,57.3495364
1538,56.7114499
1539,89.65831577
1540,88.06883083
1541,60.37949208
1542,57.91502624
1543,88.87885681
1544,85.5084968
1545,53.73880738
1546,86.73916553
1547,82.03184473
1548,58.07168221
1549,95.82719806
1550,60.52468542
1551,78.74715378
1552,78.84523309
1553,59.58474961
1554,56.09246778
1555,79.75161625
1556,74.71104388
1557,88.50142521
1558,60.51704366
1559,86.05904938
1560,49.71160273
1561,55.21366601
1562,90.94977229
1563,87.17474554
1564,58.69830608
1565,77.71425342
1566,89.77294209
1567,88.90942383
1568,85.43242551
1569,79.15854502
1830,0
1570,79.49478222
1571,60.82271385
1572,58.69066433
1573,85.25666515
1574,88.93999084
1575,82.23817211
1576,90.39956596
1577,80.65632892
1578,87.37343116
1579,87.52626625
1580,75.59283736
1581,92.38076676
1582,60.60874472
1583,81.35371495
1584,88.94464697
1585,70.89143011
1586,76.05599268
1587,87.98477153
1588,87.46513222
1589,72.82479401
1590,82.95477491
1591,82.25345562
1592,73.96979369
1593,51.50764285
1594,88.44526317
1751,0
1595,84.30270934
1596,76.65670566
1597,90.14173268
1598,77.44380638
1656,62.68554642
1599,88.18047151
1600,80.24068854
1601,59.29436294
1602,57.23873096
1603,57.78129554
969,63.82818614
971,57.96469765
997,77.67604464
1604,79.34958889
1023,83.58312091
1605,77.57670183
1039,80.78623874
1049,89.67359928
1063,64.53103014
1606,53.23445158
1074,51.31637119
1084,79.63997556
1100,77.91958153
1101,67.67963044
1607,91.99867903
1126,48.31338945
1608,76.0878232
1151,78.46314536
1154,64.68481589
1609,52.89034483
1179,64.26451939
1610,58.65853312
1204,84.51242933
1205,45.96691521
1234,84.77523462
1258,47.84650437
1611,56.75554489
1285,57.27329502
1286,49.27551247
1,98.70443103
18,90.94213054
1612,90.64410211
1613,97.11101283
1614,94.64272611
1615,88.54991511
1616,90.52183404
1617,89.44434664
1618,90.33079017
1619,89.21509401
1620,90.44541649
1621,86.55702693
1622,87.45714421
1623,87.27408835
1624,73.16716344
1625,59.2332289
1626,56.67324113
1627,63.61172646
1628,57.57496816
1629,63.15169344
1630,72.80683163
1631,58.58367976
1632,85.29613743
1633,73.05253712
1634,63.67133275
1635,83.92234981
1636,66.01546222
1637,54.03632555
1638,63.95407767
1639,67.54381313
1640,56.68801438
1641,82.8142954
1642,80.6476879
1643,66.1530138
1644,64.45843347
1645,73.45755011
1646,66.69557838
1647,65.41365279
1648,60.68493447
1649,67.41008243
1752,0
1651,59.27143767
1652,86.39528658
1653,66.64208609
1654,80.9649908
1657,45.23383526
1658,65.71743379
1659,60.55502464
1660,63.31217029
1661,59.66880891
1662,54.95333609
1663,62.28206117
1664,47.49033968
1665,57.36931506
1666,50.97673833
1667,57.46865787
1668,55.51118418
1669,58.14877403
1670,49.26860877
1671,61.28099132
1672,54.18151888
1673,54.30378696
1674,59.1116351
1675,55.62581049
1676,54.15859362
1677,67.52852962
1678,60.77753759
1679,56.05374875
1681,89.9992091
1682,55.69458628
1683,54.49483082
1684,42.07839505
1685,56.37470244
1686,44.59663867
1687,61.86042827
1688,55.07560417
1689,44.657226
1690,54.61709889
1691,0
1692,54.09745958
1693,65.91611941
1694,63.06018374
1695,65.77281525
1696,0
1697,42.14198015
1698,60.67819478
1699,54.77757574
1700,37.94903205
1701,80.19682438
1702,39.0494447
1703,61.57160579
1704,45.20033728
1705,36.26784605
1706,54.27321994
1707,32.94562059
1708,0
1709,44.75711552
1710,0
1711,0
1712,46.04093028
1713,54.14331011
1714,0
1715,0
1716,0
1717,62.54035308
1718,0
1719,0
1720,64.29031487
1721,0
1722,0
1723,63.28160327
1724,0
1725,0
1726,0
1727,67.07002435
1728,45.50546076
1729,0
1730,0
1731,55.50354242
1732,0
1733,0
1734,63.02197496
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1757,0
1758,60.40218955
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1771,0
1772,42.55982558
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,58.10224923
1798,67.38333629
1799,0
1800,0
1801,0
1802,0
1803,0
1804,62.6549794
1805,35.78071153
1806,74.16706394
1807,0
1808,46.76635026
2031,0
1809,74.90948348
1810,47.28216869
1811,0
1812,73.57981819
1813,57.73544501
1814,48.70311893
1815,59.94391207
1816,73.97718942
1817,63.61784047
1818,61.3812362
1819,43.51958561
1820,57.59738317
1821,45.29038303
1822,51.86394725
1823,44.29861025
1824,50.81648017
1825,62.41933029
1826,55.04237043
1827,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,98.10444092
1839,91.05675685
1840,96.59137352
1841,96.48438895
2032,0
1842,96.981103
1843,89.99455297
1844,61.07489175
1845,88.16817364
1846,90.14738806
1847,87.66890221
1848,87.28937186
1849,88.37576451
1850,87.64853433
1851,91.19557194
1852,86.85678356
1853,92.08201546
1854,92.28070108
1855,92.12022424
1856,87.5186245
1857,80.75542571
1858,86.37362482
1859,86.55576343
1977,0
1860,65.7730066
1861,76.25825316
1862,82.5810518
1863,86.36471956
1864,67.08530786
1865,62.4946939
1866,68.97282123
1867,63.16315608
1868,75.08622487
1869,64.08016662
1870,80.78158869
1871,86.86907536
1872,73.31118743
1873,62.87659028
1874,67.60072233
1875,66.13008854
1876,67.68136471
1877,64.75889171
1878,62.04516678
1879,61.87704818
1880,80.79363448
1881,62.30727957
1882,61.24368462
1883,62.08203916
1884,57.26165623
1885,63.82798872
1886,60.40954884
1887,63.28403308
1888,54.58653188
1889,60.20350393
1890,54.26557818
