"","id1","name1","address1","id2","name2","address2"
"62808",2449,"nicks seafood","sussex st  201the promenade, cockle bay wharf",2611,"nicks seafood restaurant","the promenadecockle bay wharf"
"62837",2451,"vrindavan indian restaurant","261 harris st",3899,"vrindavan indian","261 harris st"
"63741",2469,"stanley street merchants","78 stanley st2010",4624,"stanley street merchants","78 stanley stdarlinghurst"
"64482",2487,"mehrey da dhaba","466 cleveland st",4457,"mehrey da dhaha","466 cleveland st"
"64487",2489,"graffiti ristorante","level 1275 pitt st",4912,"graffiti restaurant","the arthouse hotel275 pitt st"
"65012",2499,"made in italy","shop g0155 miller st",3958,"made in italy","shop g0155 miller st"
"65090",2501,"dans house","shop 6 & 8710-712 george st",3980,"dans house","712 george st"
"65289",2505,"spice i am","296- 300 victoria st",4654,"spice i am","296- 300 victoria st"
"66087",2515,"sushi sushi","lower ground food ct, 450 george st",4952,"sushi sushi sydney central","450 george st"
"66907",2533,"hugos lounge","33 bayswater rdkings cross",2612,"hugos bar pizza","33 bayswater rd"
"67237",2539,"gumpys on the park","64 mary anne streer",4047,"grumpys on the park","22 mary ann st"
"69090",2575,"takeru","g/f 339 sussex st",4089,"takeru restaurant","shop 10339- 345 sussex st"
"69693",2589,"favela","11 kellett st",4933,"favela bar restaurant night club","1 kellett way"
"70471",2610,"north indian flavour","450 george st",4957,"north indian flavour","436 george st"
"71527",2634,"sake","12 argyle st",3082,"saki","12 argyle st"
"72055",2645,"lowenbrau keller","corner of playfair & argyle sts",3048,"lowenbrau keller","cnr of playfair & argyle sreets the rocks"
"72449",2649,"momofuku seiobo","80 pyrmont stlevel g",3469,"momofuku seiobo","80 pyrmont st, level g"
"72450",2649,"momofuku seiobo","80 pyrmont stlevel g",3494,"momofuku seiobo","80 pyrmont st, level g"
"73865",2667,"black by ezard","the star80 pyrmont st",3070,"black","level g, harboursideunit 80, the star"
"73866",2667,"black by ezard","the star80 pyrmont st",3442,"black by ezard","level g, the star80 pyrmont st"
"73883",2669,"sokyo","the star80 pyrmont st",3223,"sokyo",""
"74165",2674,"north sandwiches","shop 1a2 bridge st",3537,"north sandwiches","shop 1a2 bridge st"
"74859",2681,"the foxhole","68a erskine stcbd",2956,"the fox hole","68a erskine st"
"75633",2691,"sydney cove oyster bar","lot 1 circular quay e",2774,"the sydney cove oyster bar","east circular quay 1"
"76178",2700,"garfish kirribilli","21 broughton st",2901,"garfish","broughton st 21kirribilli"
"78249",2722,"the brewery espresso bar","64 erskine st",3331,"brewery espresso pty","64 erskine st"
"78628",2726,"the malaya restaurant","39 lime st",3110,"the malaya","39 lime st king st wharf"
"78680",2727,"cq cafe","1 macquarie plshop 512 gateway",3536,"cq cafe",""
"79194",2736,"verandah main bar & bbq","55 - 65 elizabeth st",3143,"verandah restaurant & wine bar","55 - 65 elizabeth st"
"80013",2751,"waterfront restaurant","27 circular quay w",3017,"waterfront","27 circular quay w"
"80014",2751,"waterfront restaurant","27 circular quay w",3457,"the waterfront restaurant","27 circular quay w"
"80015",2751,"waterfront restaurant","27 circular quay w",3472,"waterfront restaurant","27 circular quay westthe rocks"
"80227",2757,"bistro fax","pitt st (cnr o'connell & hunter sts)",3122,"bistro fax restaurant & bar","27 o'connell st"
"82178",2788,"bluestone cafe","28-34 o'connell st",3126,"blue stone cafe","34 hunter st"
"82919",2798,"gpo pizza by wood","1 martin pl",5054,"gpo wood fired pizza","1 martin pl"
"82995",2799,"steersons steakhouse","17 lime st",2870,"steersons steakhouse","7 bridge stking st wharf"
"83020",2802,"le bay cafe","55 lavender st",3413,"le bay cafe","55 lavender st"
"83844",2811,"manta","cowper wharf rdwoolloomooloo wharf",3164,"manta ray seafood restaurant","the wharf, cowper wharf rdway"
"83845",2811,"manta","cowper wharf rdwoolloomooloo wharf",3176,"manta ray seafood restaurant","the wharf, cowper wharf rdway"
"85154",2824,"giovannis restaurant & pizzeria","225 george st, cnr harrington & essex sts",3240,"giovannis at the grosvenor","225 george st"
"86042",2842,"the mad italian","3a-9b shop 5broughton st",2904,"the mad italian","shop 5 3-9 broughton st"
"86091",2843,"casa di nico italian restaurant","king st wharf",3108,"casa ristorante italiano","building 42-48the promenade king st"
"86240",2844,"top floor cafe","32 hickson rd",2924,"topfloor cafe","36 hickson rd"
"86341",2846,"vermicelli","63 king st",4975,"vermicelli","george st"
"86514",2852,"kansai","70 pitt stshop a",3090,"kansai","shop b1, 7- 13 hunter st"
"86545",2856,"janus cafe","1 bligh st",3089,"janus takeaway","1 bligh st"
"86855",2860,"the emperors choice king","147 king st",3404,"the emperors choice","147 king st"
"87397",2866,"phillips heritage cafe & gourmet eatery","45 phillip st",3295,"phillips heritage restaurant","45 phillip st"
"87683",2873,"mosaic restaurant","1 martin pl",3055,"mosiac","martin pl"
"87811",2878,"nook urban fresh bar","83 clarence st",2974,"cafe nook","83 clarence st"
"90457",2911,"harbourkitchen bar","hickson rd  7park hyatt sydney",3453,"harbour kitchen & bar park hyatt","7 hickson rd"
"91169",2922,"baroque bistro patisserie","88 george st",3072,"baroque pantry","88 george st"
"92300",2946,"deli de lite","39 martin pl",3405,"deli delight","martin pl"
"93116",2952,"city extra","shop e4 east podium",2969,"city extra","cahill expy"
"95798",2982,"gpo sydney","1 martin pl",3364,"gpo table casual dining","1 martin pl"
"95799",2982,"gpo sydney","1 martin pl",3365,"gpo med kitchen","1 martin pl"
"96778",2992,"akaneya japanese restaurant","347 kent st",3045,"akaneya japanese restaurant","28 king st"
"97897",3010,"good co-nab/suncorp kiosk","259 george stste 255",3015,"good co","nab building255 george st"
"98396",3017,"waterfront","27 circular quay w",3457,"the waterfront restaurant","27 circular quay w"
"98397",3017,"waterfront","27 circular quay w",3472,"waterfront restaurant","27 circular quay westthe rocks"
"98619",3021,"the star","80 pyrmont st",3467,"star city pty","80 pyrmont st"
"98737",3025,"elixir espresso","shop g11, the strand arc412-414 george st",3437,"elixer espresso","412-414 george st"
"98957",3029,"lime st cafe","60 lime stking st wharf",3338,"lime street cafe","60 lime stking st wharf"
"99220",3036,"i thai","19 lime st",3221,"i thai","19 lime st"
"99240",3036,"i thai","19 lime st",3342,"i thai restaurant & bar","19 lime st"
"99301",3037,"mos cafe","37 phillip st",3113,"mos cafe","37 phillip st"
"99758",3044,"stir crazy-noodle bar","shop 1, 70 george st",3209,"stir crazy restaurant","70 george st"
"100556",3064,"deliziosa","shop 6.17, mlc food ct, martin pl",3169,"deliziosa fine foods","19 martin plshop 17, mlc centre"
"100692",3066,"the gallery restaurant & bar","11 jamison st",3210,"the gallery restaurant","11 jamison st"
"101043",3068,"aesops","131 macquarie st",3313,"aesops greek restaurant","131 macquarie st"
"101058",3070,"black","level g, harboursideunit 80, the star",3442,"black by ezard","level g, the star80 pyrmont st"
"101207",3074,"the grace of india","16 ennis rd",3389,"grace of indian restaurant","16 ennis"
"101377",3078,"the gardens","ground floor, establishment252 george st",3081,"the gardens","259 george st"
"102184",3093,"asakaze","shop t1, 259 george st",3094,"asakaze","shop t1, 259 george st"
"103366",3114,"harrys fish cafe","upstairs at tower sq",3115,"harrys fish cafe","upstairs at tower sq"
"103884",3121,"sydney showboats","32 the promenade, king st wharf 5",3147,"sydney showboats","32 the promenade, king st wharf 5"
"104140",3124,"karmas indian restaurant","44a bridge st (cnr young st)",3528,"karma indian restaurant","44a bridge st"
"104145",3124,"karmas indian restaurant","44a bridge st (cnr young st)",3433,"amar indian restaurant","44a bridge st"
"104823",3136,"furusato","48 harris st",3204,"furusato restaurant","48 harris st"
"106397",3164,"manta ray seafood restaurant","the wharf, cowper wharf rdway",3176,"manta ray seafood restaurant","the wharf, cowper wharf rdway"
"107954",3200,"bangkok sidewalk","2/31 fitzroy st",3355,"bangkok thai wok","31 fitzroy st"
"108295",3213,"taste baguette","met ctr60 margaret st",3427,"taste baguette met center","60 margaret st"
"108546",3221,"i thai","19 lime st",3342,"i thai restaurant & bar","19 lime st"
"108597",3224,"dolce ristorante","126 phillip st",3358,"dolce panini","126 phillip st"
"108601",3224,"dolce ristorante","126 phillip st",3438,"dolce espresso bar","126 phillip st"
"113269",3358,"dolce panini","126 phillip st",3438,"dolce espresso bar","126 phillip st"
"113434",3364,"gpo table casual dining","1 martin pl",3365,"gpo med kitchen","1 martin pl"
"116092",3446,"nus restaurant","178 blues point rd",3476,"nus restaurant","178 blues point rd"
"116241",3457,"the waterfront restaurant","27 circular quay w",3472,"waterfront restaurant","27 circular quay westthe rocks"
"116248",3459,"taste baguette","1-23 harbour stshops 11/12",3497,"taste baguette","sydney universitycamperdown campus, law building annex"
"116261",3462,"yukis at the quay","west circular qy",3523,"yukis at the quay","level 4 overseas passengerterminal west circular"
"116445",3469,"momofuku seiobo","80 pyrmont st, level g",3494,"momofuku seiobo","80 pyrmont st, level g"
"116498",3477,"wild boys afloat","",3479,"wild boys afloat",""
"116667",3484,"barrumundi cafe","jamison st",3485,"barramundi bar & grill","cnr jamison & lang sts"
"116709",3486,"bambu","bay 4, overseas passenger terminal , circular quay, west sydney",3498,"bambu","bay 4, overseas passenger terminal , circular quay, west sydney"
"117882",3550,"sparrow cafe","shop 259-61 willoughby rd",3664,"sparrow gelato","ernest pl"
"118027",3554,"nilgiris restaurant & cooking classes","83 christie st",3690,"nilgiris@home","83 christie st"
"118028",3554,"nilgiris restaurant & cooking classes","83 christie st",4313,"nilgiris cooking classes","83 christie st"
"118150",3560,"rengaya japanese restaurant","73 miller st",5262,"rengaya restaurant","73 miller st"
"118642",3573,"greenwood","101 miller st",5234,"greenwood restaurants","101 miller st"
"118848",3583,"hana ju-rin japanese restaurant","300 pacific hwyshop 1",4280,"hana ju-rin japanese restaurant","300 pacific hwy"
"118948",3587,"xenos restaurant bar & cafe","7 burlington st",4277,"xenos cafe restaurant","7 burlington st"
"119488",3602,"little vienna","83 mount stnorth sydney",5198,"little vienna","83 mount st"
"120261",3626,"crust gourmet pizza bar","120 military rd",5118,"crust pizza","9/120 military rd"
"120385",3631,"tamarind thai","94a bay rd",4212,"tamarind thai","shop 294a bay rd"
"120477",3635,"sushi cafe maido","shop 44-8 waters rd",5256,"sushi cafe maido","shp4/ 4 waters rd"
"120786",3646,"the tall lemongrass","4/136 willoughby rd",4331,"tall lemon grass","4/ 136 willoughby rd"
"121097",3657,"ezzelinos restaurant","77 military rd",5204,"ezzellinos restaurant","77 military rd"
"121098",3657,"ezzelinos restaurant","77 military rd",5205,"ezzellinos pizzeria","77 military rd"
"121149",3660,"2060 restaurant & cafe","100 bay rd",4214,"utopia 2060","shop 4, 100 bay rd"
"121276",3667,"thai in a box","shop 7, 207 ben boyd rd",5221,"thainabox","shop 7207 ben boyd rd"
"121538",3681,"le bistro at the union hotel","corner pacific hwy & west stcnr west st",4213,"the union hotel","corner pacific hwy & west st"
"121539",3681,"le bistro at the union hotel","corner pacific hwy & west stcnr west st",4218,"union hotel the","cnr pacific hwy & west st"
"122072",3708,"moo gourmet burgers","69 willoughby rd",4283,"moo gourmet burgers","69 willoughby rd"
"122119",3710,"stir crazy thai by tim","21/116 military rd",5273,"sir crazy thai neutral bay","116 military rd, neutral bay"
"122144",3713,"kintaro","shop124 young st",5240,"kintarou restaurant","24 young st"
"122904",3751,"red chili sichuan hot pot","15-21 glebe point rd",3827,"red chilli sichuan restaurant","21 glebe point rd"
"122946",3753,"herb & spice thai","10a city rd",3817,"herb n spices thai take away","10a city rd"
"123245",3773,"scouts honour","118 george st",3821,"scouts honor","118 george st"
"123277",3775,"mr noodle","shop 2849 georget st",3836,"hlj noodlehouse","shp 2/ 849 george st"
"123281",3776,"three beans coffee vanilla mung","1 bay st",3784,"three beans cafe","brodway shopping center"
"123451",3786,"eagle boys newtown nsw","2 - 4 king st",3834,"eagle boys pizza - newtown","4 king st"
"123712",3799,"subway sandwiches & salads","851 george st",4008,"subway","849 george trk"
"123854",3814,"the little queen cafe","28-30 queen st",3815,"little queen cafe","28-30 queen st"
"124553",3876,"crust gourmet pizza bar","208 harris st",3927,"crust pizza","208 harris st"
"125427",3894,"cafe del mare","114 cockle bay wharf",4017,"cafe del mar","35 wheat rd"
"125448",3894,"cafe del mare","114 cockle bay wharf",4194,"cafe del mar","cockle bay wharf - the roof top tce35 wheat rd"
"125606",3896,"blue fish","287 harbourside promenade",3977,"blue fish bluefish","shop 287/2-10 darling drv, harbourside shopping cntr"
"125607",3896,"blue fish","287 harbourside promenade",3978,"blue fish","shop 287/ 2-10 darling drv, harbourside shopping center"
"125611",3896,"blue fish","287 harbourside promenade",4024,"blue fish cafe","harbourside shopping ctr10 darling dr"
"125639",3898,"sweeties paradise","45 dixon st",4080,"sweet dish paradise","39 dixon st"
"125730",3903,"ice cube seafood grill bar","ground floor, imax theatre complex, 31 wheat rd",3991,"ice cube seafood grill restaurant","31 wheat rd  ground level,imax theatre complex, darling harbour"
"127024",3935,"kent st specialty cafe","shop 1414 kent st",4033,"kent street specialty coffee","414 kent stshop 1"
"127381",3942,"chicken plus glebe","93a glebe point rd",4144,"chickens plus glebe","193a glebe point rd"
"127407",3944,"kebabs star breakfast","9-13 hay stinside marketcity shopping centre store 3c5, level 3",4067,"star kebabs","2 quay st"
"127691",3952,"bluefish restaurant","shop 287/2-10 darling drv, harbourside shopping center",3977,"blue fish bluefish","shop 287/2-10 darling drv, harbourside shopping cntr"
"128009",3959,"i chi ban japanese teppan-yaki bbq restaurant","lg floor, 355 sussex st",4097,"i chi ban japanese teppan-yaki bbq restaurant","355 sussex st"
"128709",3969,"boom ba ni","545 kent st",4169,"boom ba ni","545 kent st"
"128803",3972,"fundamental food flaming","shop 1/ 131 glebe point rd",4201,"fundamental food flamminn","shp1/ 131 glebe point r"
"128995",3977,"blue fish bluefish","shop 287/2-10 darling drv, harbourside shopping cntr",3978,"blue fish","shop 287/ 2-10 darling drv, harbourside shopping center"
"128999",3977,"blue fish bluefish","shop 287/2-10 darling drv, harbourside shopping cntr",4024,"blue fish cafe","harbourside shopping ctr10 darling dr"
"129023",3978,"blue fish","shop 287/ 2-10 darling drv, harbourside shopping center",4024,"blue fish cafe","harbourside shopping ctr10 darling dr"
"129178",3981,"cross citi cafe","201 sussex st",4176,"cross city cafe","darling park201 sussex st"
"130255",4001,"passello restaurant","shop 145 harbourside",4183,"passello restaurant darling harbour","shop 145 harbourside darling harbour"
"130319",4004,"r & s flavour of north india","market city food ct, shop no. f302",4005,"r & s flavour of north india","market city food ct, shop no. f302"
"130333",4004,"r & s flavour of north india","market city food ct, shop no. f302",4082,"flavour of north india","9 hay st"
"130450",4005,"r & s flavour of north india","market city food ct, shop no. f302",4082,"flavour of north india","9 hay st"
"130587",4009,"mores","107 glebe point rd",4136,"moores cafe","107 glebe point rd"
"130615",4011,"dab cafe aka universal cafe","level 4, uts peter johnson bldg702-730 harris st",4023,"universal cafe","uts peter johnson building, level 4 702-730 harris st"
"130715",4017,"cafe del mar","35 wheat rd",4194,"cafe del mar","cockle bay wharf - the roof top tce35 wheat rd"
"131566",4065,"thai thai thai take away","2 quay st",4081,"thai thai thai","9 hay st"
"132240",4083,"dcm cofee shop","9 hay st",4104,"dcm coffee","2 quay st"
"132875",4098,"china town noodle king","lvl1/ 357 sussex st",4205,"chinatown noodle king","357 sussex st"
"133128",4105,"flamenco vive","53 liverpool st",4110,"flamenco live tapas bar","55 liverpool st"
"133443",4113,"aa aqua weddings","37 bank st",4114,"aqua latino","37 bank st"
"133444",4113,"aa aqua weddings","37 bank st",4115,"aqua jazz","37 bank st"
"133448",4114,"aqua latino","37 bank st",4115,"aqua jazz","37 bank st"
"133571",4120,"jushi korean & japanese restaurant","413 sussex st",4121,"japanesee & korean restaurant","413 sussex st"
"134381",4159,"velluto nero","shop 3/ 259 clarence st",4175,"vella nero coffee couture","shop 3/259 clarence st259 clarence st"
"135263",4213,"the union hotel","corner pacific hwy & west st",4218,"union hotel the","cnr pacific hwy & west st"
"135276",4215,"dominos pizza","297 pacific hwy",4225,"dominos pizza","297 pacific hwy"
"135293",4219,"blues gourmet","173 blues point rd",4232,"blues gourmet","173 blues point rd"
"136593",4282,"sushi yezeh","130 willoughby rd",4332,"yezeh restaurant","130 willoughby rd"
"136711",4290,"gloria jeans coffees","205 pacific hwy",4374,"gloria jeans coffees","campus retail"
"136825",4298,"forsyth coffee & tea","284 willoughby rd",4365,"forsyth cafe","286 willoughby rd"
"137016",4309,"oporto corporate office","619 pacific hwy",4310,"oporto franchising pty","619 pacific hwy"
"137492",4360,"cafe 107","107 alexander st",4385,"cafe 107","shp1/ 107 alexander st"
"137644",4396,"tops kitchen","",4408,"tops kitchen","132a foveaux st"
"137832",4405,"red lantern on crown","545 crown st",4459,"red lantern","545 crown st"
"138524",4452,"thang long","622 crown st",4453,"thang long","622 crown st"
"139304",4539,"artisan focacceria","230 palmer st",4606,"artisan focacceria","230 palmer st"
"139308",4540,"mrs top french restaurant","42 kellett st",4651,"mrs top french regional cuisine","42 kellett st"
"140180",4562,"churrasco pty ltd","60-70 william st",4766,"churrasco pty ltd - brazilian style bbq","60-70 william st"
"140249",4566,"thai lemon grass","70 stanley st",4704,"thai lemongrass","70 stanley st"
"140717",4581,"christiano italiano","shop g8 - ground level580 george st",4902,"christines italianos","580 george st"
"140747",4583,"pieno","11/285a crown st",5007,"pieno","11/285a crown st"
"140960",4588,"rosan","shop 10746-50 burton st",4599,"rozan japanese cuisine","entrance from palmer st107/46-50 burton st"
"141198",4596,"kl malaysian kitchen","38 llankelly pl",4663,"kl kitchen restaurant","shop 7/133 macleay st, & 38 llankelly pl"
"141632",4617,"kao kao","350 pitt st",4629,"kao kao korean fusion restaurant","128 liverpool st"
"141954",4632,"subway","21 oxford st",4760,"subway sandwiches & salads","21 oxford st"
"142607",4652,"gloria jeans coffees","416 george st",4919,"gloria jeans coffees","155 george st"
"143085",4672,"burger project","world sq shopping centre398-408 pitt st",4676,"burger project","91-95 liverpool st"
"143113",4674,"subway","92 liverpool st",4903,"subway sandwiches & salads","92 liverpool st"
"143536",4689,"blue line cruises","level 5, food ct, westfield sydney 86-100 market st",4690,"blue line cruises","level 5, food ct, westfield sydney 86-100 market st"
"144028",4702,"bacio","shop g29, queen victoria building",4974,"bacios","george st"
"145831",4797,"sol: restaurant & bar","191 oxford st",4799,"sol","191 oxford st"
"146131",4817,"narai thai","346 victoria st",4818,"narai thai restaurant","346 victoria st"
"146609",4842,"jaipur indian restaurant","190 elizabeth st",4924,"jaipur sweets","188 elizabeth st"
"147684",4918,"rocks cafe","138 george st",4982,"the rocks","91 george st"
"148713",5047,"sky pheonix","77 castlereagh st",5065,"sky phoenix","77 castlereagh st"
"148728",5058,"mid city coffee & cakes","197 pitt st",5060,"mid city sandwich shop","197 pitt st"
"148740",5068,"delante","shop 1, 12 waters rd",5144,"delante","shop 1, 12 waters rd"
"148741",5071,"guzman y gomez","36 blue st",5223,"guzman y gomez mexican taqueria","shop fc06, greenwood plaza36 blue st"
"149042",5087,"modo cafe & restaurant","shop 4 & 5166-174 military rd",5143,"mos chargrill chicken","shops 4 & 5166-174 military rd"
"149045",5087,"modo cafe & restaurant","shop 4 & 5166-174 military rd",5186,"mondo cafe","shop 4-5, 166-174 military rdwoolworths car park"
"149266",5100,"xquisito","sq shopping centreshop 14, 77 berry st",5184,"xquisito","77 berry sq"
"149357",5103,"chargrill charlies neutral bay","shop 34-8 waters lane",5245,"charcoal charleys neutral bay","4-8 waters rd"
"149601",5112,"voodoo espresso","shop 280 mount st",5225,"voodoo espresso cafe","103 miller st"
"149656",5116,"nikkis cafe","83 mount st",5133,"nikkis cafe","83 mount st"
"149912",5129,"podium bar cafe","99 mount st",5130,"podium espresso","99 mount st"
"150258",5143,"mos chargrill chicken","shops 4 & 5166-174 military rd",5186,"mondo cafe","shop 4-5, 166-174 military rdwoolworths car park"
"150571",5165,"cafe 4 you","shp 1/ 168 walker stground floor, shop 1, sap building",5266,"cafe 4 u","168 walker stnorth sydney"
